ACACA	1.27406211035805
ACACB	1.27406211035805
AR	1.15206968153273
AKT1	1.49925208192124
AKT2	1.49925208192124
AKT3	1.49925208192124
BAX	1.0365711392833
CASP7	4.12106015400426
CDH1	1.39817792650484
ESR1	2.33325501865516
MAPK1	1.64753435295483
GATA3	1.57182535561574
ERBB2	1.32645205204196
IGFBP2	1.21616892717119
INPP4B	1.0056156412166
LCK	1.58032201189748
PRDX1	1.03626504648648
PXN	1.06844770298767
SCD1	1.36399172328381
STAT5A	1.07124037372382
SYK	1.26618603633763
KDR	1.08640397773628
CTNNB1	1.19077719538718
EEF2K	1.08339056046548
CDKN1B	1.07727903827925
